"county20","county10","GEOID_TRACT_20","GEOID_TRACT_10","NAMELSAD_TRACT_20","NAMELSAD_TRACT_10","compareArea","same_tract_id","n_tract_20","n_tract_10","tract_change_cat"
"Alameda","Alameda","06001403702","06001403600","Census Tract 4037.02","Census Tract 4036","<",FALSE,2,2,"Split and Merge"
"Alameda","Alameda","06001403702","06001403702","Census Tract 4037.02","Census Tract 4037.02","<",TRUE,2,2,"Split and Merge"
"Alameda","Alameda","06001403800","06001403800","Census Tract 4038","Census Tract 4038","<",TRUE,3,3,"Split and Merge"
"Alameda","Alameda","06001403800","06001426100","Census Tract 4038","Census Tract 4261","<",FALSE,3,4,"Split and Merge"
"Alameda","Alameda","06001403800","06001426200","Census Tract 4038","Census Tract 4262","<",FALSE,3,4,"Split and Merge"
"Alameda","Alameda","06001403900","06001403900","Census Tract 4039","Census Tract 4039","<",TRUE,1,2,"Split"
"Alameda","Alameda","06001404000","06001404000","Census Tract 4040","Census Tract 4040","<",TRUE,2,2,"Split and Merge"
"Alameda","Alameda","06001404000","06001426200","Census Tract 4040","Census Tract 4262","<",FALSE,2,4,"Split and Merge"
"Alameda","Alameda","06001404101","06001404101","Census Tract 4041.01","Census Tract 4041.01","<",TRUE,2,3,"Split and Merge"
"Alameda","Alameda","06001404101","06001426200","Census Tract 4041.01","Census Tract 4262","<",FALSE,2,4,"Split and Merge"
"Alameda","Alameda","06001404102","06001404102","Census Tract 4041.02","Census Tract 4041.02","==",TRUE,1,1,"Unchanged"
"Alameda","Alameda","06001404200","06001404101","Census Tract 4042","Census Tract 4041.01",">",FALSE,3,3,"Split and Merge"
"Alameda","Alameda","06001404200","06001404200","Census Tract 4042","Census Tract 4042","<",TRUE,3,2,"Split and Merge"
"Alameda","Alameda","06001404200","06001426100","Census Tract 4042","Census Tract 4261","<",FALSE,3,4,"Split and Merge"
"Alameda","Alameda","06001404300","06001404300","Census Tract 4043","Census Tract 4043","<",TRUE,2,2,"Split and Merge"
"Alameda","Alameda","06001404300","06001404400","Census Tract 4043","Census Tract 4044","<",FALSE,2,3,"Split and Merge"
"Alameda","Alameda","06001404400","06001404400","Census Tract 4044","Census Tract 4044",">",TRUE,3,3,"Split and Merge"
"Alameda","Alameda","06001404400","06001404501","Census Tract 4044","Census Tract 4045.01",">",FALSE,3,3,"Split and Merge"
"Alameda","Contra Costa","06001404400","06013353001","Census Tract 4044","Census Tract 3530.01","<",FALSE,3,5,"Split and Merge"
"Alameda","Alameda","06001404501","06001404501","Census Tract 4045.01","Census Tract 4045.01","<",TRUE,3,3,"Split and Merge"
"Alameda","Alameda","06001404501","06001404700","Census Tract 4045.01","Census Tract 4047","<",FALSE,3,3,"Split and Merge"
"Alameda","Alameda","06001404501","06001426100","Census Tract 4045.01","Census Tract 4261","<",FALSE,3,4,"Split and Merge"
"Alameda","Alameda","06001404502","06001404502","Census Tract 4045.02","Census Tract 4045.02","<",TRUE,3,3,"Split and Merge"
"Alameda","Contra Costa","06001404502","06013352202","Census Tract 4045.02","Census Tract 3522.02","<",FALSE,3,3,"Split and Merge"
"Alameda","Contra Costa","06001404502","06013353001","Census Tract 4045.02","Census Tract 3530.01","<",FALSE,3,5,"Split and Merge"
"Alameda","Alameda","06001404600","06001404502","Census Tract 4046","Census Tract 4045.02",">",FALSE,4,3,"Split and Merge"
"Alameda","Alameda","06001404600","06001404600","Census Tract 4046","Census Tract 4046","<",TRUE,4,3,"Split and Merge"
"Alameda","Alameda","06001404600","06001430102","Census Tract 4046","Census Tract 4301.02","<",FALSE,4,8,"Split and Merge"
"Alameda","Contra Costa","06001404600","06013352202","Census Tract 4046","Census Tract 3522.02","<",FALSE,4,3,"Split and Merge"
"Alameda","Alameda","06001404700","06001404700","Census Tract 4047","Census Tract 4047","<",TRUE,1,3,"Split"
"Alameda","Alameda","06001404800","06001404800","Census Tract 4048","Census Tract 4048","==",TRUE,1,1,"Unchanged"
"Alameda","Alameda","06001404900","06001404900","Census Tract 4049","Census Tract 4049","<",TRUE,1,2,"Split"
"Alameda","Alameda","06001405000","06001405000","Census Tract 4050","Census Tract 4050","<",TRUE,2,2,"Split and Merge"
"Alameda","Alameda","06001405000","06001405200","Census Tract 4050","Census Tract 4052","<",FALSE,2,2,"Split and Merge"
"Alameda","Alameda","06001405100","06001405100","Census Tract 4051","Census Tract 4051","<",TRUE,1,2,"Split"
"Alameda","Alameda","06001405200","06001405200","Census Tract 4052","Census Tract 4052","<",TRUE,1,2,"Split"
"Alameda","Alameda","06001405301","06001405301","Census Tract 4053.01","Census Tract 4053.01","==",TRUE,1,1,"Unchanged"
"Alameda","Alameda","06001405302","06001405302","Census Tract 4053.02","Census Tract 4053.02","==",TRUE,1,1,"Unchanged"
"Alameda","Alameda","06001405401","06001405401","Census Tract 4054.01","Census Tract 4054.01","==",TRUE,1,1,"Unchanged"
"Alameda","Alameda","06001405402","06001405402","Census Tract 4054.02","Census Tract 4054.02","==",TRUE,1,1,"Unchanged"
"Alameda","Alameda","06001405500","06001405500","Census Tract 4055","Census Tract 4055","==",TRUE,1,1,"Unchanged"
"Alameda","Alameda","06001405600","06001405600","Census Tract 4056","Census Tract 4056","==",TRUE,1,1,"Unchanged"
"Alameda","Alameda","06001405700","06001405700","Census Tract 4057","Census Tract 4057","==",TRUE,1,1,"Unchanged"
"Alameda","Alameda","06001405800","06001405800","Census Tract 4058","Census Tract 4058","==",TRUE,1,1,"Unchanged"
"Alameda","Alameda","06001405901","06001405901","Census Tract 4059.01","Census Tract 4059.01","==",TRUE,1,1,"Unchanged"
"Alameda","Alameda","06001405902","06001405902","Census Tract 4059.02","Census Tract 4059.02","==",TRUE,1,1,"Unchanged"
"Alameda","Alameda","06001406000","06001403300","Census Tract 4060","Census Tract 4033",">",FALSE,3,3,"Split and Merge"
"Alameda","Alameda","06001406000","06001406000","Census Tract 4060","Census Tract 4060","<",TRUE,3,4,"Split and Merge"
"Alameda","Alameda","06001406000","06001427300","Census Tract 4060","Census Tract 4273","<",FALSE,3,5,"Split and Merge"
"Alameda","Alameda","06001406100","06001406000","Census Tract 4061","Census Tract 4060","<",FALSE,2,4,"Split and Merge"
"Alameda","Alameda","06001406100","06001406100","Census Tract 4061","Census Tract 4061","<",TRUE,2,2,"Split and Merge"
"Alameda","Alameda","06001406201","06001406201","Census Tract 4062.01","Census Tract 4062.01","==",TRUE,1,1,"Unchanged"
"Alameda","Alameda","06001406202","06001406202","Census Tract 4062.02","Census Tract 4062.02","==",TRUE,1,1,"Unchanged"
"Alameda","Alameda","06001406300","06001406300","Census Tract 4063","Census Tract 4063","==",TRUE,1,1,"Unchanged"
"Alameda","Alameda","06001406400","06001406400","Census Tract 4064","Census Tract 4064","==",TRUE,1,1,"Unchanged"
"Alameda","Alameda","06001406500","06001406500","Census Tract 4065","Census Tract 4065","==",TRUE,1,1,"Unchanged"
"Alameda","Alameda","06001406601","06001406601","Census Tract 4066.01","Census Tract 4066.01","==",TRUE,1,1,"Unchanged"
"Alameda","Alameda","06001406602","06001406602","Census Tract 4066.02","Census Tract 4066.02","==",TRUE,1,1,"Unchanged"
"Alameda","Alameda","06001406700","06001406700","Census Tract 4067","Census Tract 4067","==",TRUE,1,1,"Unchanged"
"Alameda","Alameda","06001406800","06001406800","Census Tract 4068","Census Tract 4068","==",TRUE,1,1,"Unchanged"
"Alameda","Alameda","06001406900","06001406900","Census Tract 4069","Census Tract 4069","==",TRUE,1,1,"Unchanged"
"Alameda","Alameda","06001407000","06001407000","Census Tract 4070","Census Tract 4070","==",TRUE,1,1,"Unchanged"
"Alameda","Alameda","06001407101","06001407101","Census Tract 4071.01","Census Tract 4071.01","==",TRUE,1,1,"Unchanged"
"Alameda","Alameda","06001407102","06001407102","Census Tract 4071.02","Census Tract 4071.02","==",TRUE,1,1,"Unchanged"
"Alameda","Alameda","06001407200","06001407200","Census Tract 4072","Census Tract 4072","==",TRUE,1,1,"Unchanged"
"Alameda","Alameda","06001407300","06001407300","Census Tract 4073","Census Tract 4073","<",TRUE,1,2,"Split"
"Alameda","Alameda","06001407400","06001407400","Census Tract 4074","Census Tract 4074","==",TRUE,1,1,"Unchanged"
"Alameda","Alameda","06001407500","06001407500","Census Tract 4075","Census Tract 4075","==",TRUE,1,1,"Unchanged"
"Alameda","Alameda","06001407600","06001407600","Census Tract 4076","Census Tract 4076","==",TRUE,1,1,"Unchanged"
"Alameda","Alameda","06001407700","06001407700","Census Tract 4077","Census Tract 4077","<",TRUE,2,2,"Split and Merge"
"Alameda","Alameda","06001407700","06001407800","Census Tract 4077","Census Tract 4078","<",FALSE,2,3,"Split and Merge"
"Alameda","Alameda","06001407800","06001407700","Census Tract 4078","Census Tract 4077",">",FALSE,2,2,"Split and Merge"
"Alameda","Alameda","06001407800","06001407800","Census Tract 4078","Census Tract 4078","<",TRUE,2,3,"Split and Merge"
"Alameda","Alameda","06001407900","06001407900","Census Tract 4079","Census Tract 4079","==",TRUE,1,1,"Unchanged"
"Alameda","Alameda","06001408000","06001408000","Census Tract 4080","Census Tract 4080",">",TRUE,2,2,"Split and Merge"
"Alameda","Alameda","06001408000","06001430102","Census Tract 4080","Census Tract 4301.02","<",FALSE,2,8,"Split and Merge"
"Alameda","Alameda","06001408100","06001408100","Census Tract 4081","Census Tract 4081",">",TRUE,2,2,"Split and Merge"
"Alameda","Alameda","06001408100","06001430102","Census Tract 4081","Census Tract 4301.02","<",FALSE,2,8,"Split and Merge"
"Alameda","Alameda","06001408200","06001408200","Census Tract 4082","Census Tract 4082","==",TRUE,1,1,"Unchanged"
"Alameda","Alameda","06001408300","06001407800","Census Tract 4083","Census Tract 4078",">",FALSE,2,3,"Split and Merge"
"Alameda","Alameda","06001408300","06001408300","Census Tract 4083","Census Tract 4083",">",TRUE,2,1,"Merge"
"Alameda","Alameda","06001408400","06001408400","Census Tract 4084","Census Tract 4084","==",TRUE,1,1,"Unchanged"
"Alameda","Alameda","06001408500","06001408500","Census Tract 4085","Census Tract 4085","==",TRUE,1,1,"Unchanged"
"Alameda","Alameda","06001408600","06001408600","Census Tract 4086","Census Tract 4086","<",TRUE,1,2,"Split"
"Alameda","Alameda","06001408700","06001408600","Census Tract 4087","Census Tract 4086",">",FALSE,2,2,"Split and Merge"
"Alameda","Alameda","06001408700","06001408700","Census Tract 4087","Census Tract 4087",">",TRUE,2,1,"Merge"
"Alameda","Alameda","06001408800","06001408800","Census Tract 4088","Census Tract 4088","<",TRUE,1,2,"Split"
"Alameda","Alameda","06001408900","06001408800","Census Tract 4089","Census Tract 4088","<",FALSE,2,2,"Split and Merge"
"Alameda","Alameda","06001408900","06001408900","Census Tract 4089","Census Tract 4089",">",TRUE,2,1,"Merge"
"Alameda","Alameda","06001409000","06001409000","Census Tract 4090","Census Tract 4090",">",TRUE,3,3,"Split and Merge"
"Alameda","Alameda","06001409000","06001428301","Census Tract 4090","Census Tract 4283.01",">",FALSE,3,2,"Split and Merge"
"Alameda","Alameda","06001409000","06001432400","Census Tract 4090","Census Tract 4324",">",FALSE,3,2,"Split and Merge"
"Alameda","Alameda","06001409100","06001409100","Census Tract 4091","Census Tract 4091","==",TRUE,1,1,"Unchanged"
"Alameda","Alameda","06001409200","06001409200","Census Tract 4092","Census Tract 4092","<",TRUE,2,3,"Split and Merge"
"Alameda","Alameda","06001409200","06001432502","Census Tract 4092","Census Tract 4325.02","<",FALSE,2,2,"Split and Merge"
"Alameda","Alameda","06001409300","06001409300","Census Tract 4093","Census Tract 4093","<",TRUE,1,2,"Split"
"Alameda","Alameda","06001409400","06001409400","Census Tract 4094","Census Tract 4094","==",TRUE,1,1,"Unchanged"
"Alameda","Alameda","06001409500","06001409500","Census Tract 4095","Census Tract 4095","==",TRUE,1,1,"Unchanged"
"Alameda","Alameda","06001409600","06001409600","Census Tract 4096","Census Tract 4096","==",TRUE,1,1,"Unchanged"
"Alameda","Alameda","06001409700","06001409700","Census Tract 4097","Census Tract 4097","==",TRUE,1,1,"Unchanged"
"Alameda","Alameda","06001409800","06001409800","Census Tract 4098","Census Tract 4098","==",TRUE,1,1,"Unchanged"
"Alameda","Alameda","06001409900","06001409900","Census Tract 4099","Census Tract 4099","<",TRUE,2,2,"Split and Merge"
"Alameda","Alameda","06001409900","06001430102","Census Tract 4099","Census Tract 4301.02","<",FALSE,2,8,"Split and Merge"
"Alameda","Alameda","06001410000","06001410000","Census Tract 4100","Census Tract 4100","<",TRUE,5,6,"Split and Merge"
"Alameda","Alameda","06001410000","06001430102","Census Tract 4100","Census Tract 4301.02","<",FALSE,5,8,"Split and Merge"
"Alameda","Alameda","06001410000","06001430400","Census Tract 4100","Census Tract 4304",">",FALSE,5,2,"Split and Merge"
"Alameda","Alameda","06001410000","06001432100","Census Tract 4100","Census Tract 4321",">",FALSE,5,4,"Split and Merge"
"Alameda","Alameda","06001410000","06001432800","Census Tract 4100","Census Tract 4328",">",FALSE,5,2,"Split and Merge"
"Alameda","Alameda","06001410100","06001410000","Census Tract 4101","Census Tract 4100","<",FALSE,2,6,"Split and Merge"
"Alameda","Alameda","06001410100","06001410100","Census Tract 4101","Census Tract 4101",">",TRUE,2,1,"Merge"
"Alameda","Alameda","06001410200","06001410200","Census Tract 4102","Census Tract 4102","==",TRUE,1,1,"Unchanged"
"Alameda","Alameda","06001410300","06001410300","Census Tract 4103","Census Tract 4103","==",TRUE,1,1,"Unchanged"
"Alameda","Alameda","06001410400","06001410400","Census Tract 4104","Census Tract 4104","==",TRUE,1,1,"Unchanged"
"Alameda","Alameda","06001410500","06001410500","Census Tract 4105","Census Tract 4105","<",TRUE,1,2,"Split"
"Alameda","Alameda","06001420100","06001420100","Census Tract 4201","Census Tract 4201",">",TRUE,3,2,"Split and Merge"
"Alameda","Alameda","06001420100","06001420200","Census Tract 4201","Census Tract 4202",">",FALSE,3,2,"Split and Merge"
"Alameda","Alameda","06001420100","06001421300","Census Tract 4201","Census Tract 4213","<",FALSE,3,3,"Split and Merge"
"Alameda","Alameda","06001420200","06001420200","Census Tract 4202","Census Tract 4202","<",TRUE,1,2,"Split"
"Alameda","Alameda","06001420301","06001420300","Census Tract 4203.01","Census Tract 4203","<",FALSE,1,7,"Split"
"Alameda","Alameda","06001420302","06001420300","Census Tract 4203.02","Census Tract 4203","<",FALSE,2,7,"Split and Merge"
"Alameda","Alameda","06001420302","06001420400","Census Tract 4203.02","Census Tract 4204","<",FALSE,2,3,"Split and Merge"
"Alameda","Alameda","06001420401","06001420400","Census Tract 4204.01","Census Tract 4204","<",FALSE,2,3,"Split and Merge"
"Alameda","Alameda","06001420401","06001422000","Census Tract 4204.01","Census Tract 4220","<",FALSE,2,6,"Split and Merge"
"Alameda","Alameda","06001420402","06001420300","Census Tract 4204.02","Census Tract 4203",">",FALSE,3,7,"Split and Merge"
"Alameda","Alameda","06001420402","06001420400","Census Tract 4204.02","Census Tract 4204","<",FALSE,3,3,"Split and Merge"
"Alameda","Alameda","06001420402","06001422000","Census Tract 4204.02","Census Tract 4220","<",FALSE,3,6,"Split and Merge"
"Alameda","Alameda","06001420500","06001420500","Census Tract 4205","Census Tract 4205",">",TRUE,3,2,"Split and Merge"
"Alameda","Alameda","06001420500","06001420600","Census Tract 4205","Census Tract 4206","<",FALSE,3,4,"Split and Merge"
"Alameda","Alameda","06001420500","06001421900","Census Tract 4205","Census Tract 4219","<",FALSE,3,3,"Split and Merge"
"Alameda","Alameda","06001420600","06001420600","Census Tract 4206","Census Tract 4206",">",TRUE,3,4,"Split and Merge"
"Alameda","Alameda","06001420600","06001421300","Census Tract 4206","Census Tract 4213","<",FALSE,3,3,"Split and Merge"
"Alameda","Alameda","06001420600","06001421900","Census Tract 4206","Census Tract 4219","<",FALSE,3,3,"Split and Merge"
"Alameda","Alameda","06001421100","06001421100","Census Tract 4211","Census Tract 4211","==",TRUE,1,1,"Unchanged"
"Alameda","Alameda","06001421200","06001421200","Census Tract 4212","Census Tract 4212","<",TRUE,1,2,"Split"
"Alameda","Alameda","06001421300","06001420600","Census Tract 4213","Census Tract 4206",">",FALSE,2,4,"Split and Merge"
"Alameda","Alameda","06001421300","06001421300","Census Tract 4213","Census Tract 4213","<",TRUE,2,3,"Split and Merge"
"Alameda","Alameda","06001421400","06001421400","Census Tract 4214","Census Tract 4214","==",TRUE,1,1,"Unchanged"
"Alameda","Alameda","06001421500","06001421500","Census Tract 4215","Census Tract 4215","<",TRUE,1,2,"Split"
"Alameda","Alameda","06001421600","06001421600","Census Tract 4216","Census Tract 4216","<",TRUE,2,4,"Split and Merge"
"Alameda","Alameda","06001421600","06001422600","Census Tract 4216","Census Tract 4226","<",FALSE,2,4,"Split and Merge"
"Alameda","Alameda","06001421700","06001421700","Census Tract 4217","Census Tract 4217","==",TRUE,1,1,"Unchanged"
"Alameda","Alameda","06001421800","06001421800","Census Tract 4218","Census Tract 4218","==",TRUE,1,1,"Unchanged"
"Alameda","Alameda","06001421900","06001420500","Census Tract 4219","Census Tract 4205",">",FALSE,3,2,"Split and Merge"
"Alameda","Alameda","06001421900","06001420600","Census Tract 4219","Census Tract 4206",">",FALSE,3,4,"Split and Merge"
"Alameda","Alameda","06001421900","06001421900","Census Tract 4219","Census Tract 4219","<",TRUE,3,3,"Split and Merge"
"Alameda","Alameda","06001422000","06001422000","Census Tract 4220","Census Tract 4220","<",TRUE,2,6,"Split and Merge"
"Alameda","Alameda","06001422000","06001425102","Census Tract 4220","Census Tract 4251.02",">",FALSE,2,2,"Split and Merge"
"Alameda","Alameda","06001422100","06001422100","Census Tract 4221","Census Tract 4221","==",TRUE,1,1,"Unchanged"
"Alameda","Alameda","06001422200","06001422200","Census Tract 4222","Census Tract 4222","==",TRUE,1,1,"Unchanged"
"Alameda","Alameda","06001422300","06001422300","Census Tract 4223","Census Tract 4223","==",TRUE,1,1,"Unchanged"
"Alameda","Alameda","06001422400","06001422400","Census Tract 4224","Census Tract 4224","==",TRUE,1,1,"Unchanged"
"Alameda","Alameda","06001422500","06001422500","Census Tract 4225","Census Tract 4225",">",TRUE,2,2,"Split and Merge"
"Alameda","Alameda","06001422500","06001422600","Census Tract 4225","Census Tract 4226","<",FALSE,2,4,"Split and Merge"
"Alameda","Alameda","06001422700","06001400100","Census Tract 4227","Census Tract 4001","<",FALSE,2,6,"Split and Merge"
"Alameda","Alameda","06001422700","06001422700","Census Tract 4227","Census Tract 4227",">",TRUE,2,3,"Split and Merge"
"Alameda","Alameda","06001422800","06001422800","Census Tract 4228","Census Tract 4228","==",TRUE,1,1,"Unchanged"
"Alameda","Alameda","06001422901","06001422900","Census Tract 4229.01","Census Tract 4229","<",FALSE,1,2,"Split"
"Alameda","Alameda","06001422902","06001422900","Census Tract 4229.02","Census Tract 4229","<",FALSE,1,2,"Split"
"Alameda","Alameda","06001423000","06001423000","Census Tract 4230","Census Tract 4230","==",TRUE,1,1,"Unchanged"
"Alameda","Alameda","06001423100","06001423100","Census Tract 4231","Census Tract 4231","==",TRUE,1,1,"Unchanged"
"Alameda","Alameda","06001423200","06001423200","Census Tract 4232","Census Tract 4232","==",TRUE,1,1,"Unchanged"
"Alameda","Alameda","06001423300","06001423300","Census Tract 4233","Census Tract 4233","==",TRUE,1,1,"Unchanged"
"Alameda","Alameda","06001423400","06001423400","Census Tract 4234","Census Tract 4234","==",TRUE,1,1,"Unchanged"
"Alameda","Alameda","06001423500","06001423500","Census Tract 4235","Census Tract 4235","==",TRUE,1,1,"Unchanged"
